movieId,title,genres,Year
156,BlueintheFace,Comedy,1995
157,CanadianBacon,Comedy,1995
158,Casper,Adventure,1995
159,Clockers,Crime,1995
160,Congo,Action,1995
161,CrimsonTide,Drama,1995
162,Crumb,Documentary,1994
163,Desperado,Action,1995
164,DevilinaBlueDress,Crime,1995
165,DieHard:WithaVengeance,Action,1995
166,"DoomGeneration,The",Comedy,1995
167,FeastofJuly,Drama,1995
168,FirstKnight,Action,1995
169,FreeWilly2:TheAdventureHome,Adventure,1995
170,Hackers,Action,1995
171,Jeffrey,Comedy,1995
172,JohnnyMnemonic,Action,1995
173,JudgeDredd,Action,1995
174,JuryDuty,Comedy,1995
175,Kids,Drama,1995
176,LivinginOblivion,Comedy,1995
177,LordofIllusions,Horror,1995
178,Love&HumanRemains,Comedy,1993
179,MadLove,Drama,1995
180,Mallrats,Comedy,1995
181,MightyMorphinPowerRangers:TheMovie,Action,1995
182,MoonlightandValentino,Drama,1995
183,MuteWitness,Comedy,1994
184,Nadja,Drama,1994
185,"Net,The",Action,1995
186,NineMonths,Comedy,1995
187,PartyGirl,Comedy,1995
188,"Prophecy,The",Fantasy,1995
189,Reckless,Comedy,1995
190,Safe,Thriller,1995
191,"ScarletLetter,The",Drama,1995
192,TheShow,Documentary,1995
193,Showgirls,Drama,1995
194,Smoke,Comedy,1995
195,SomethingtoTalkAbout,Comedy,1995
196,Species,Horror,1995
197,"StarsFellonHenrietta,The",Drama,1995
198,StrangeDays,Action,1995
199,"UmbrellasofCherbourg,The(ParapluiesdeCherbourg,Les)",Drama,1964
200,"TieThatBinds,The",Thriller,1995
201,ThreeWishes,Drama,1995
202,TotalEclipse,Drama,1995
203,"ToWongFoo,ThanksforEverything!JulieNewmar",Comedy,1995
204,UnderSiege2:DarkTerritory,Action,1995
205,UnstrungHeroes,Comedy,1995
206,Unzipped,Documentary,1995
207,"WalkintheClouds,A",Drama,1995
208,Waterworld,Action,1995
209,WhiteMan'sBurden,Drama,1995
210,WildBill,Western,1995
211,"BrowningVersion,The",Drama,1994
212,Bushwhacked,Adventure,1995
213,BurntbytheSun(Utomlyonnyesolntsem),Drama,1994
214,BeforetheRain(Preddozhdot),Drama,1994
215,BeforeSunrise,Drama,1995
216,BillyMadison,Comedy,1995
217,"Babysitter,The",Drama,1995
218,BoysontheSide,Comedy,1995
219,"Cure,The",Drama,1995
220,CastleFreak,Horror,1995
222,CircleofFriends,Drama,1995
223,Clerks,Comedy,1994
224,DonJuanDeMarco,Comedy,1995
225,Disclosure,Drama,1994
226,DreamMan,Thriller,1995
227,DropZone,Action,1994
228,DestinyTurnsontheRadio,Comedy,1995
229,DeathandtheMaiden,Drama,1994
230,DoloresClaiborne,Drama,1995
231,Dumb&Dumber(DumbandDumber),Adventure,1994
232,EatDrinkManWoman(Yinshinannu),Comedy,1994
233,Exotica,Drama,1994
234,ExittoEden,Comedy,1994
235,EdWood,Comedy,1994
236,FrenchKiss,Action,1995
237,ForgetParis,Comedy,1995
238,FarFromHome:TheAdventuresofYellowDog,Adventure,1995
239,"GoofyMovie,A",Animation,1995
240,Hideaway,Thriller,1995
241,Fluke,Children,1995
242,Farinelli:ilcastrato,Drama,1994
243,Gordy,Children,1995
244,Gumby:TheMovie,Animation,1995
245,TheGlassShield,Crime,1994
246,HoopDreams,Documentary,1994
247,HeavenlyCreatures,Crime,1994
248,Houseguest,Comedy,1994
249,ImmortalBeloved,Drama,1994
250,Heavyweights(HeavyWeights),Children,1995
251,"Hunted,The",Action,1995
252,I.Q.,Comedy,1994
253,InterviewwiththeVampire:TheVampireChronicles,Drama,1994
254,JeffersoninParis,Drama,1995
255,"JerkyBoys,The",Comedy,1995
256,Junior,Comedy,1994
257,JustCause,Mystery,1995
258,"KidinKingArthur'sCourt,A",Adventure,1995
259,KissofDeath,Crime,1995
260,StarWars:EpisodeIV-ANewHope,Action,1977
261,LittleWomen,Drama,1994
262,"LittlePrincess,A",Children,1995
263,LadybirdLadybird,Drama,1994
264,"Enfer,L'",Drama,1994
265,LikeWaterforChocolate(Comoaguaparachocolate),Drama,1992
266,LegendsoftheFall,Drama,1994
267,MajorPayne,Comedy,1995
268,LittleOdessa,Crime,1994
269,MyCrazyLife(Mividaloca),Drama,1993
270,LoveAffair,Drama,1994
271,LosingIsaiah,Drama,1995
272,"MadnessofKingGeorge,The",Comedy,1994
273,MaryShelley'sFrankenstein(Frankenstein),Drama,1994
274,ManoftheHouse,Comedy,1995
275,MixedNuts,Comedy,1994
276,MilkMoney,Comedy,1994
277,Miracleon34thStreet,Drama,1994
278,MiamiRhapsody,Comedy,1995
279,MyFamily,Drama,1995
280,MurderintheFirst,Drama,1995
281,Nobody'sFool,Comedy,1994
282,Nell,Drama,1994
283,NewJerseyDrive,Crime,1995
284,NewYorkCop(NyûYôkunokoppu),Action,1993
285,BeyondBedlam,Drama,1993
286,Nemesis2:Nebula,Action,1995
287,NinaTakesaLover,Comedy,1994
288,NaturalBornKillers,Action,1994
289,OnlyYou,Comedy,1994
290,OnceWereWarriors,Crime,1994
292,Outbreak,Action,1995
293,Léon:TheProfessional(a.k.a.TheProfessional)(Léon),Action,1994
294,"PerezFamily,The",Comedy,1995
295,"Pyromaniac'sLoveStory,A",Comedy,1995
296,PulpFiction,Comedy,1994
297,Panther,Drama,1995
298,PushingHands(Tuishou),Drama,1992
299,Priest,Drama,1994
300,QuizShow,Drama,1994
301,PictureBride(Bijophoto),Drama,1994
302,"QueenMargot(ReineMargot,La)",Drama,1994
303,"QuickandtheDead,The",Action,1995
304,Roommates,Comedy,1995
305,ReadytoWear(Pret-A-Porter),Comedy,1994
306,ThreeColors:Red(Troiscouleurs:Rouge),Drama,1994
307,ThreeColors:Blue(Troiscouleurs:Bleu),Drama,1993
308,ThreeColors:White(Trzykolory:Bialy),Comedy,1994
309,"RedFirecracker,GreenFirecracker(PaoDaShuangDeng)",Drama,1994
310,Rent-a-Kid,Comedy,1995
311,RelativeFear,Horror,1994
312,StuartSavesHisFamily,Comedy,1995
313,"SwanPrincess,The",Animation,1994
314,"SecretofRoanInish,The",Children,1994
315,"Specialist,The",Action,1994
316,Stargate,Action,1994
317,"SantaClause,The",Comedy,1994
318,"ShawshankRedemption,The",Crime,1994
319,ShallowGrave,Comedy,1994
320,Suture,Film-Noir,1993
321,StrawberryandChocolate(Fresaychocolate),Drama,1993
322,SwimmingwithSharks,Comedy,1995
324,"SumofUs,The",Comedy,1994
325,NationalLampoon'sSeniorTrip,Comedy,1995
326,ToLive(Huozhe),Drama,1994
327,TankGirl,Action,1995
328,TalesfromtheCryptPresents:DemonKnight,Horror,1995
329,StarTrek:Generations,Adventure,1994
330,TalesfromtheHood,Action,1995
331,Tom&Viv,Drama,1994
332,VillageoftheDamned,Horror,1995
333,TommyBoy,Comedy,1995
334,Vanyaon42ndStreet,Drama,1994
335,Underneath,Mystery,1995
336,"WalkingDead,The",Drama,1995
337,What'sEatingGilbertGrape,Drama,1993
338,Virtuosity,Action,1995
339,WhileYouWereSleeping,Comedy,1995
340,"War,The",Adventure,1994
341,DoubleHappiness,Drama,1994
342,Muriel'sWedding,Comedy,1994
343,"Baby-SittersClub,The",Children,1995
344,AceVentura:PetDetective,Comedy,1994
345,"AdventuresofPriscilla,QueenoftheDesert,The",Comedy,1994
346,Backbeat,Drama,1993
347,BitterMoon,Drama,1992
348,BulletsOverBroadway,Comedy,1994
349,ClearandPresentDanger,Action,1994
350,"Client,The",Drama,1994
351,"Corrina,Corrina",Comedy,1994
352,Crooklyn,Comedy,1994
353,"Crow,The",Action,1994
354,Cobb,Drama,1994
355,"Flintstones,The",Children,1994
356,ForrestGump,Comedy,1994
357,FourWeddingsandaFuneral,Comedy,1994
358,HigherLearning,Drama,1995
359,ILikeItLikeThat,Comedy,1994
360,ILoveTrouble,Action,1994
361,ItCouldHappentoYou,Comedy,1994
362,"JungleBook,The",Adventure,1994
363,"Wonderful,HorribleLifeofLeniRiefenstahl,The(MachtderBilder:LeniRiefenstahl,Die)",Documentary,1993
364,"LionKing,The",Adventure,1994
365,LittleBuddha,Drama,1993
366,"WesCraven'sNewNightmare(NightmareonElmStreetPart7:Freddy'sFinale,A)",Drama,1994
367,"Mask,The",Action,1994
368,Maverick,Adventure,1994
369,Mrs.ParkerandtheViciousCircle,Drama,1994
370,NakedGun331/3:TheFinalInsult,Action,1994
371,"Paper,The",Comedy,1994
372,RealityBites,Comedy,1994
373,RedRockWest,Thriller,1992
374,RichieRich,Children,1994
375,SafePassage,Drama,1994
376,"RiverWild,The",Action,1994
377,Speed,Action,1994
378,Speechless,Comedy,1994
379,Timecop,Action,1994
380,TrueLies,Action,1994
381,WhenaManLovesaWoman,Drama,1994
382,Wolf,Drama,1994
383,WyattEarp,Western,1994
384,BadCompany,Action,1995
385,"ManofNoImportance,A",Drama,1994
386,S.F.W.,Drama,1994
387,"LowDownDirtyShame,A",Action,1994
388,BoysLife,Drama,1995
389,"ColonelChabert,Le",Drama,1994
390,FasterPussycat!Kill!Kill!,Action,1965
391,Jason'sLyric,Crime,1994
392,"SecretAdventuresofTomThumb,The",Adventure,1993
393,StreetFighter,Action,1994
394,Coldblooded,Comedy,1995
395,DesertWinds,Drama,1995
396,FallTime,Drama,1995
397,"Fear,The",Horror,1995
398,FrankandOllie,Documentary,1995
399,GirlintheCadillac,Drama,1995
400,Homage,Drama,1995
401,Mirage,Action,1995
402,OpenSeason,Comedy,1996
403,TwoCrimes(Doscrímenes),Comedy,1995
404,BrotherMinister:TheAssassinationofMalcolmX,Documentary,1994
405,HighlanderIII:TheSorcerer(a.k.a.Highlander:TheFinalDimension),Action,1994
406,FederalHill,Drama,1994
407,IntheMouthofMadness,Horror,1995
408,8Seconds,Drama,1994
409,AbovetheRim,Crime,1994
410,AddamsFamilyValues,Children,1993
411,MartinLawrence:YouSoCrazy,Comedy,1994
412,"AgeofInnocence,The",Drama,1993
413,Airheads,Comedy,1994
414,"AirUpThere,The",Comedy,1994
415,AnotherStakeout,Comedy,1993
416,BadGirls,Western,1994
417,Barcelona,Comedy,1994
418,BeingHuman,Drama,1993
419,"BeverlyHillbillies,The",Comedy,1993
420,BeverlyHillsCopIII,Action,1994
421,BlackBeauty,Adventure,1994
422,Blink,Thriller,1994
423,BlownAway,Action,1994
424,BlueChips,Drama,1994
425,BlueSky,Drama,1994
426,BodySnatchers,Horror,1993
427,BoxingHelena,Drama,1993
428,"BronxTale,A",Drama,1993
429,CabinBoy,Comedy,1994
430,CalendarGirl,Comedy,1993
431,Carlito'sWay,Crime,1993
432,CitySlickersII:TheLegendofCurly'sGold,Adventure,1994
433,CleanSlate,Comedy,1994
434,Cliffhanger,Action,1993
435,Coneheads,Comedy,1993
436,ColorofNight,Drama,1994
437,CopsandRobbersons,Comedy,1994
438,"CowboyWay,The",Action,1994
439,DangerousGame,Drama,1993
440,Dave,Comedy,1993
441,DazedandConfused,Comedy,1993
442,DemolitionMan,Action,1993
443,"EndlessSummer2,The",Adventure,1994
444,EvenCowgirlsGettheBlues,Comedy,1993
445,FatalInstinct,Comedy,1993
446,FarewellMyConcubine(Bawangbieji),Drama,1993
447,"Favor,The",Comedy,1994
448,Fearless,Drama,1993
449,FearofaBlackHat,Comedy,1994
450,WithHonors,Comedy,1994
451,FleshandBone,Drama,1993
452,Widows'Peak,Drama,1994
453,ForLoveorMoney,Comedy,1993
454,"Firm,The",Drama,1993
455,FreeWilly,Adventure,1993
456,Fresh,Crime,1994
457,"Fugitive,The",Thriller,1993
458,Geronimo:AnAmericanLegend,Drama,1993
459,"Getaway,The",Action,1994
460,GettingEvenwithDad,Comedy,1994
461,GoFish,Drama,1994
462,"GoodManinAfrica,A",Action,1994
463,GuiltyasSin,Crime,1993
464,HardTarget,Action,1993
465,Heaven&Earth,Action,1993
466,HotShots!PartDeux,Action,1993
467,LiveNudeGirls,Comedy,1995
468,"EnglishmanWhoWentUpaHillButCameDownaMountain,The",Comedy,1995
469,"HouseoftheSpirits,The",Drama,1993
470,HouseParty3,Comedy,1994
471,"HudsuckerProxy,The",Comedy,1994
472,I'llDoAnything,Comedy,1994
473,IntheArmyNow,Comedy,1994
474,IntheLineofFire,Action,1993
475,IntheNameoftheFather,Drama,1993
476,"Inkwell,The",Comedy,1994
477,What'sLoveGottoDowithIt?,Drama,1993
478,JimmyHollywood,Comedy,1994
479,JudgmentNight,Action,1993
480,JurassicPark,Action,1993
481,Kalifornia,Drama,1993
482,KillingZoe,Crime,1994
483,KingoftheHill,Drama,1993
484,Lassie,Adventure,1994
485,LastActionHero,Action,1993
486,LifewithMikey,Comedy,1993
487,LightningJack,Comedy,1994
488,M.Butterfly,Drama,1993
489,MadeinAmerica,Comedy,1993
490,Malice,Thriller,1993
491,"ManWithoutaFace,The",Drama,1993
492,ManhattanMurderMystery,Comedy,1993
493,MenaceIISociety,Action,1993
494,ExecutiveDecision,Action,1996
495,IntheRealmoftheSenses(Ainocorrida),Drama,1976
496,WhatHappenedWas...,Comedy,1994
497,MuchAdoAboutNothing,Comedy,1993
498,Mr.Jones,Drama,1993
499,Mr.Wonderful,Comedy,1993
500,Mrs.Doubtfire,Comedy,1993
501,Naked,Drama,1993
502,"NextKarateKid,The",Action,1994
503,"NewAge,The",Drama,1994
504,NoEscape,Action,1994
505,North,Comedy,1994
506,Orlando,Drama,1992
507,"PerfectWorld,A",Crime,1993
508,Philadelphia,Drama,1993
509,"Piano,The",Drama,1993
510,PoeticJustice,Drama,1993
511,"Program,The",Action,1993
512,"PuppetMasters,The",Horror,1994
513,RadiolandMurders,Comedy,1994
514,"Ref,The",Comedy,1994
515,"RemainsoftheDay,The",Drama,1993
516,RenaissanceMan,Comedy,1994
517,RisingSun,Action,1993
518,"RoadtoWellville,The",Comedy,1994
519,RoboCop3,Action,1993
520,RobinHood:MeninTights,Comedy,1993
521,RomeoIsBleeding,Crime,1993
522,RomperStomper,Action,1992
523,RubyinParadise,Drama,1993
524,Rudy,Drama,1993
525,"SaintofFortWashington,The",Drama,1993
526,"SavageNights(Nuitsfauves,Les)",Drama,1992
527,Schindler'sList,Drama,1993
528,"Scout,The",Comedy,1994
529,SearchingforBobbyFischer,Drama,1993
530,SecondBest,Drama,1994
531,"SecretGarden,The",Children,1993
532,SerialMom,Comedy,1994
533,"Shadow,The",Action,1994
534,Shadowlands,Drama,1993
535,ShortCuts,Drama,1993
536,"SimpleTwistofFate,A",Drama,1994
537,Sirens,Drama,1994
538,SixDegreesofSeparation,Drama,1993
539,SleeplessinSeattle,Comedy,1993
540,Sliver,Thriller,1993
541,BladeRunner,Action,1982
542,SoninLaw,Comedy,1993
543,SoIMarriedanAxeMurderer,Comedy,1993
544,StrikingDistance,Action,1993
546,SuperMarioBros.,Action,1993
547,SurvivingtheGame,Action,1994
548,TerminalVelocity,Action,1994
549,Thirty-TwoShortFilmsAboutGlennGould,Drama,1993
550,Threesome,Comedy,1994
551,"NightmareBeforeChristmas,The",Animation,1993
552,"ThreeMusketeers,The",Action,1993
553,Tombstone,Action,1993
554,TrialbyJury,Crime,1994
555,TrueRomance,Crime,1993
556,"WarRoom,The",Documentary,1993
558,"Pagemaster,The",Action,1994
559,"Paris,France",Comedy,1993
560,"BeansofEgypt,Maine,The",Drama,1994
561,Killer(BulletproofHeart),Drama,1994
562,WelcometotheDollhouse,Comedy,1995
563,Germinal,Drama,1993
564,Chasers,Comedy,1994
565,Cronos,Drama,1993
566,NakedinNewYork,Comedy,1994
567,Kika,Comedy,1993
568,BhajiontheBeach,Comedy,1993
569,LittleBigLeague,Comedy,1994
570,"Slingshot,The(Kådisbellan)",Comedy,1993
571,"WeddingGift,The",Drama,1994
572,ForeignStudent,Drama,1994
573,"Ciao,Professore!(Iosperiamochemelacavo)",Drama,1992
574,SpankingtheMonkey,Comedy,1994
575,"LittleRascals,The",Children,1994
576,Fausto,Comedy,1993
577,Andre,Adventure,1994
579,"Escort,The(Scorta,La)",Crime,1993
580,PrincessCaraboo,Drama,1994
581,"CelluloidCloset,The",Documentary,1995
582,Métisse(CaféauLait),Comedy,1993
583,DearDiary(CaroDiario),Comedy,1994
584,IDon'tWanttoTalkAboutIt(Deesonosehabla),Drama,1993
585,"BradyBunchMovie,The",Comedy,1995
586,HomeAlone,Children,1990
587,Ghost,Comedy,1990
588,Aladdin,Adventure,1992
589,Terminator2:JudgmentDay,Action,1991
590,DanceswithWolves,Adventure,1990
591,ToughandDeadly,Action,1995
592,Batman,Action,1989
593,"SilenceoftheLambs,The",Crime,1991
594,SnowWhiteandtheSevenDwarfs,Animation,1937
595,BeautyandtheBeast,Animation,1991
596,Pinocchio,Animation,1940
597,PrettyWoman,Comedy,1990
598,WindowtoParis(OknovParizh),Comedy,1994
599,"WildBunch,The",Adventure,1969
600,Loveanda.45,Action,1994
601,"WoodenMan'sBride,The(Yanshen)",Drama,1994
602,"GreatDayinHarlem,A",Documentary,1994
603,"ByeBye,Love",Comedy,1995
604,Criminals,Documentary,1996
605,OneFineDay,Drama,1996
606,Candyman:FarewelltotheFlesh,Fantasy,1995
607,Century,Drama,1993
608,Fargo,Comedy,1996
609,HomewardBoundII:LostinSanFrancisco,Adventure,1996
610,HeavyMetal,Action,1981
611,Hellraiser:Bloodline,Action,1996
612,"Pallbearer,The",Comedy,1996
613,JaneEyre,Drama,1996
614,Loaded,Drama,1994
615,BreadandChocolate(Paneecioccolata),Comedy,1973
616,"Aristocats,The",Animation,1970
617,"FlowerofMySecret,The(Laflordemisecreto)",Comedy,1995
618,TwoMuch,Comedy,1995
619,Ed,Comedy,1996
620,ScreamofStone(CerroTorre:SchreiausStein),Drama,1991
621,MyFavoriteSeason,Drama,1993
623,"ModernAffair,A",Romance,1995
625,AsfourStah,Drama,1990
626,"ThinLineBetweenLoveandHate,A",Comedy,1996
627,"LastSupper,The",Drama,1995
628,PrimalFear,Crime,1996
629,Rude,Drama,1995
630,CarriedAway,Drama,1996
631,AllDogsGotoHeaven2,Adventure,1996
632,LandandFreedom(Tierraylibertad),Drama,1995
633,DeniseCallsUp,Comedy,1995
634,TheodoreRex,Comedy,1995
635,"FamilyThing,A",Comedy,1996
636,Frisk,Drama,1995
637,Sgt.Bilko,Comedy,1996
638,JackandSarah,Romance,1995
639,Girl6,Comedy,1996
640,Diabolique,Drama,1996
641,"LittleIndian,BigCity(Unindiendanslaville)",Adventure,1994
642,Roula,Drama,1995
643,Peanuts-DieBankzahltalles,Comedy,1996
644,HappyWeekend,Comedy,1996
645,Nelly&MonsieurArnaud,Drama,1995
647,CourageUnderFire,Action,1996
648,Mission:Impossible,Action,1996
649,ColdFever(Áköldumklaka),Comedy,1995
650,MollFlanders,Drama,1996
651,"Superweib,Das",Comedy,1996
652,"301,302(301/302)",Horror,1995
653,Dragonheart,Action,1996
654,AndNobodyWeepsforMe(Undkeinerweintmirnach),Drama,1996
655,MyMother'sCourage(MuttersCourage),Comedy,1995
656,Eddie,Comedy,1996
657,YankeeZulu,Comedy,1994
658,Billy'sHoliday,Drama,1995
659,PurpleNoon(Pleinsoleil),Crime,1960
660,August,Drama,1996
661,JamesandtheGiantPeach,Adventure,1996
662,Fear,Thriller,1996
663,KidsintheHall:BrainCandy,Comedy,1996
664,Faithful,Comedy,1996
665,Underground,Comedy,1995
666,AllThingsFair(Lustochfägringstor),Drama,1995
667,Bloodsport2(a.k.a.BloodsportII:TheNextKumite),Action,1996
668,SongoftheLittleRoad(PatherPanchali),Drama,1955
670,"WorldofApu,The(ApurSansar)",Drama,1959
671,MysteryScienceTheater3000:TheMovie,Comedy,1996
672,Tarantella,Drama,1995
673,SpaceJam,Adventure,1996
674,Barbarella,Adventure,1968
675,HostileIntentions,Action,1994
676,TheyBite,Comedy,1996
678,SomeFolksCallItaSlingBlade,Drama,1993
679,"RunoftheCountry,The",Drama,1995
680,"Alphaville(Alphaville,uneétrangeaventuredeLemmyCaution)",Drama,1965
681,Coupdetorchon(CleanSlate),Crime,1981
682,Tigrero:AFilmThatWasNeverMade,Documentary,1994
683,"EyeofVichy,The(OeildeVichy,L')",Documentary,1993
684,Windows,Drama,1980
685,It'sMyParty,Drama,1996
687,CountryLife,Drama,1994
688,OperationDumboDrop,Action,1995
690,"Promise,The(Versprechen,Das)",Drama,1995
691,Mrs.Winterbourne,Comedy,1996
692,Solo,Action,1996
693,UndertheDomimTree(EtzHadomimTafus),Drama,1994
694,"Substitute,The",Action,1996
695,TrueCrime,Mystery,1996
696,ButterflyKiss,Drama,1995
697,FeelingMinnesota,Drama,1996
698,DeltaofVenus,Drama,1995
699,ToCrosstheRubicon,Drama,1991
700,Angus,Comedy,1995
701,Daens,Drama,1992
702,Faces,Drama,1968
703,Boys,Drama,1996
704,"Quest,The",Action,1996
705,Cosi,Comedy,1996
706,SunsetPark,Drama,1996
707,MulhollandFalls,Crime,1996
708,"TruthAboutCats&Dogs,The",Comedy,1996
709,Oliver&Company,Adventure,1988
710,CelticPride,Comedy,1996
711,Flipper,Adventure,1996
712,Captives,Crime,1994
713,OfLoveandShadows,Drama,1994
714,DeadMan,Drama,1995
715,"HorsemanontheRoof,The(Hussardsurletoit,Le)",Drama,1995
716,SwitchbladeSisters,Crime,1975
717,MouthtoMouth(Bocaaboca),Comedy,1995
718,"Visitors,The(Visiteurs,Les)",Comedy,1993
719,Multiplicity,Comedy,1996
720,Wallace&Gromit:TheBestofAardmanAnimation,Adventure,1996
721,Halfmoon(PaulBowles-Halbmond),Drama,1995
722,"HauntedWorldofEdwardD.WoodJr.,The",Documentary,1996
723,TwoFriends,Drama,1986
724,"Craft,The",Drama,1996
725,"GreatWhiteHype,The",Comedy,1996
726,LastDance,Drama,1996
727,WarStories,Documentary,1995
728,ColdComfortFarm,Comedy,1995
729,"InstituteBenjamenta,orThisDreamPeopleCallHumanLife",Drama,1995
730,LowLife,Drama,1994
